Timestamp,Motion_WorldPositionZ,Motion_WorldPositionY,Motion_WorldPositionX,TotalLapDistance,Steer,Speed,LapDistance,Gear,EngineTemp,EngineRPM,Brake,DriverStatus,LapNumber,LapValidity,PitStatus,Sector,streamId,eventId
1687180954892791400,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3497,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180954953198800,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3487,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180955012471400,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3481,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180955071794400,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3481,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180955131068200,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3488,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180955190585400,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3498,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180955249752500,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3509,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180955308830700,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3517,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180955368161900,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3518,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180955427389200,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3514,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180955486851200,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3504,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180955545937100,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3493,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180955605106800,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3484,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180955664340600,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3480,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180955724342600,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3483,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180955784217100,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3492,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180955843224900,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3503,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180955903189700,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3513,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180955943789500,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3517,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180956005419200,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3518,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180956046023500,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3515,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180956107054500,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3506,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180956167211700,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3494,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180956207953900,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3487,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180956269717400,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3481,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180956330793600,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3482,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180956391087000,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3488,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180956431168700,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3495,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180956491993100,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3507,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180956552428200,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3515,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180956611870700,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3519,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180956651634200,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3517,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180956711563500,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3510,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180956771526000,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3499,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180961529287800,,,,179.30322265625,,,179.30322265625,,,,,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180961542621100,,,,-3646.724853515625,,,-3646.724853515625,,,,,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180961579955200,,,,-3646.724853515625,,,-3646.724853515625,,,,,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180961622720800,,,,-3646.724853515625,,,-3646.724853515625,,,,,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180961788108100,,,,-3646.724853515625,,,-3646.724853515625,,,,,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180961847207700,,,,-3646.724853515625,,,-3646.724853515625,,,,,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180961905571000,,,,-3646.724853515625,,,-3646.724853515625,,,,,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180961965031200,,,,-3646.724853515625,,,-3646.724853515625,,,,,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180962024236600,,,,-3646.724853515625,,,-3646.724853515625,,,,,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180962083111500,,,,-3646.724853515625,,,-3646.724853515625,,,,,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180962141101800,,,,-3646.724853515625,,,-3646.724853515625,,,,,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180962200876000,,,,-3646.724853515625,,,-3646.724853515625,,,,,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180962259829700,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3484,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180962318807100,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3480,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180962374580600,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3483,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180962433395900,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3491,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180962492692600,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3503,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180962551258800,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3512,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180962609611000,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3518,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180962667756400,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3517,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180962725243300,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3511,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180962782596800,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3501,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180962840093200,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3490,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180962898003200,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3483,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180962955822800,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3481,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180963013424400,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3484,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180963072100100,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3493,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180963130666600,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3504,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180963188386500,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3514,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180963245790800,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3518,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180963303215200,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3517,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180963360881500,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3510,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180963418251700,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3500,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180963488724500,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3487,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180963519401700,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3483,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180963637620600,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3484,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180963683218700,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3491,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180963739654500,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3501,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180963797317200,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3511,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180963854981100,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3517,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180963913285900,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3518,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180963972668600,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3513,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180964030776200,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3503,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180964088314700,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3492,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180964114196700,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3487,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180964185671800,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3481,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180964255712900,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3483,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180964309708800,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3490,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180964368612200,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3501,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180964427674000,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3511,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180964485888000,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3518,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180964544907300,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3518,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180964604350800,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3512,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180964663562700,-39.90142059326172,91.49635314941406,-348.535400390625,-3646.724853515625,-0,0,-3646.724853515625,0,90,3502,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59,
1687180964711784100,-39.90142059326172,91.49635314941406,-348.535400390625,,-0,0,,0,90,3492,0,In_garage,1,Valid,Pitting,0,5a517ca4-efc3-4166-aedb-a5c57e2b9c59
